lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Bacillariophyta","Synedra cyclopum",62.0,1.0,54.5,54.5,121702,0.122,8.62,"Synedra"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Bacillariophyta","Tabellaria flocculosa",56.0,1.0,4.4,4.4,15730,0.016,1.11,"Tabellaria"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",8.0,1.0,27.3,27.3,7309,0.007,0.52,
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",40.0,1.0,109.1,109.1,4111,0.004,0.29,"Ankistrodesmus"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlamydomonas ",6.4,1.0,272.6,272.6,35466,0.036,2.51,"Chlamydomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chlorophyta","Nannochloris ",3.0,1.0,3816.8,3816.8,13490,0.014,0.95,"Nannochloris"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chlorophyta","Schroederia judayi",40.0,1.0,163.6,163.6,6681,0.007,0.47,"Schroederia"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysocapsaceae",6.0,1.0,27.3,27.3,3083,0.003,0.22,
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysolykos planctonicus",16.0,1.0,27.3,27.3,1370,0.001,0.10,"Chrysolykos"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",9.5,1.0,163.6,163.6,32718,0.033,2.32,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",25.0,2.0,27.3,54.5,892,0.001,0.06,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon cyst",10.0,1.0,27.3,27.3,13710,0.014,0.97,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon divergens",60.0,3.0,8.8,26.3,2250,0.002,0.16,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon sertularia",80.0,2.0,54.5,109.1,22840,0.023,1.62,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon sertularia",30.0,1.0,27.3,27.3,4282,0.004,0.30,"Dinobryon"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,2317.4,2317.4,70084,0.070,4.96,"Erkenia"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",16.0,1.0,27.3,27.3,11192,0.011,0.79,"Mallomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas akrokomas",24.0,1.0,27.3,27.3,2741,0.003,0.19,"Mallomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Chrysophyta","Uroglena ",5.0,1.0,2249.2,2249.2,146035,0.146,10.34,"Uroglena"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",16.4,1.0,327.2,327.2,216728,0.217,15.34,"Cryptomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas rostratiformis",46.0,1.0,54.5,54.5,168101,0.168,11.90,"Cryptomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",8.0,1.0,708.8,708.8,29754,0.030,2.11,"Rhodomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",12.0,1.0,27.3,27.3,2569,0.003,0.18,"Rhodomonas"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa delicatissima",30.0,40.0,27.3,1090.5,571,0.001,0.04,"Aphanocapsa"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,817.9,817.9,856,0.001,0.06,"Synechococcus"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.1,1.0,3680.5,3680.5,2842,0.003,0.20,"Synechocystis"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Miscellaneous",,10.0,1.0,27.3,27.3,13710,0.014,0.97,
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 2",12.0,1.0,4.4,4.4,1379,0.001,0.10,"Gymnodinium"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 3",12.0,1.0,27.3,27.3,5482,0.006,0.39,"Gymnodinium"
"BM",2005,2005-04-22 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium umbonatum",24.0,1.0,81.8,81.8,205559,0.206,14.55,"Peridinium"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",3.7,1.0,136.3,136.3,3688,0.004,1.25,
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Crucigenia rectangularis",28.0,4.0,27.3,109.1,21926,0.022,7.42,"Crucigenia"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Monoraphidium capricornutum",4.0,1.0,136.3,136.3,1065,0.001,0.36,"Monoraphidium"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Nannochloris ",3.0,1.0,8724.2,8724.2,30834,0.031,10.43,"Nannochloris"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Quadrigula lacustris",32.0,1.5,54.5,81.8,2558,0.003,0.87,"Quadrigula"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Sphaerocystis schroeteri",12.0,8.0,27.3,218.1,3083,0.003,1.04,"Sphaerocystis"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysocapsaceae",8.0,1.0,27.3,27.3,7309,0.007,2.47,
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon cyst",10.0,1.0,27.3,27.3,13710,0.014,4.64,"Dinobryon"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,1008.7,1008.7,30507,0.031,10.32,"Erkenia"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Uroglena ",6.0,1.0,218.1,218.1,23050,0.023,7.80,"Uroglena"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",24.0,1.0,27.3,27.3,33575,0.034,11.36,"Cryptomonas"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",6.0,1.0,136.3,136.3,4568,0.005,1.55,"Rhodomonas"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa elachista",20.0,13.0,27.3,354.4,626,0.001,0.21,"Aphanocapsa"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanothece nidulans",19.4,12.3,5861.6,72097.2,75500,0.076,25.54,"Aphanothece"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Coelosphaerium naegelianum",5.0,1.0,54.5,54.5,1285,0.001,0.43,"Coelosphaerium"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Oscillatoria ",48.0,16.0,54.5,872.4,8222,0.008,2.78,"Oscillatoria"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Rhabdoderma lineare",29.0,15.5,340.8,5282.2,5532,0.006,1.87,"Rhabdoderma"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,3816.8,3816.8,3997,0.004,1.35,"Synechococcus"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,2726.3,2726.3,1427,0.001,0.48,"Synechocystis"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Haptophyta","Chrysochromulina parva",8.0,1.0,27.3,27.3,6948,0.007,2.35,"Chrysochromulina"
"BM",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Miscellaneous",,6.5,1.0,109.1,109.1,16180,0.016,5.47,
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Bacillariophyta","Asterionella formosa",80.0,1.0,18.2,18.2,13086,0.013,3.87,"Asterionella"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Bacillariophyta","Epithemia sorex",50.0,1.0,9.1,9.1,10905,0.011,3.23,"Epithemia"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Bacillariophyta","Gomphonema ",16.0,1.0,9.1,9.1,983,0.001,0.29,"Gomphonema"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Bacillariophyta","Tabellaria fenestrata",61.0,1.0,13.2,13.2,28914,0.029,8.56,"Tabellaria"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",6.0,1.0,9.1,9.1,1028,0.001,0.30,
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlamydomonas ",5.5,1.0,18.2,18.2,1550,0.002,0.46,"Chlamydomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Coelastrum microporum",40.0,16.0,4.4,70.2,2353,0.002,0.70,"Coelastrum"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Crucigenia rectangularis",24.0,12.0,4.4,52.7,3971,0.004,1.18,"Crucigenia"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Nannochloris ",3.0,1.0,1181.4,1181.4,4175,0.004,1.24,"Nannochloris"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Oocystis parva",24.0,6.0,4.4,26.3,4964,0.005,1.47,"Oocystis"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Quadrigula lacustris",24.0,1.0,27.3,27.3,731,0.001,0.22,"Quadrigula"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chlorophyta","Schroederia judayi",40.0,1.0,18.2,18.2,731,0.001,0.22,"Schroederia"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",3.0,1.0,72.7,72.7,1028,0.001,0.30,"Chromulina"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon divergens",44.0,1.0,9.1,9.1,2741,0.003,0.81,"Dinobryon"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,399.9,399.9,12093,0.012,3.58,"Erkenia"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",20.0,1.0,9.1,9.1,6091,0.006,1.80,"Mallomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas akrokomas",16.0,1.0,9.1,9.1,609,0.001,0.18,"Mallomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Stichogloea olivacea",24.0,8.0,9.1,72.7,7683,0.008,2.27,"Stichogloea"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Chrysophyta","Uroglena ",5.0,1.0,81.8,81.8,5310,0.005,1.57,"Uroglena"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",23.0,1.0,172.7,172.7,169280,0.169,50.11,"Cryptomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",7.3,1.0,199.9,199.9,6700,0.007,1.98,"Rhodomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",12.0,1.0,254.5,254.5,23982,0.024,7.10,"Rhodomonas"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cyanophyta","Anabaena circinalis",140.0,22.0,9.1,199.9,21129,0.021,6.25,"Anabaena"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa delicatissima",30.0,60.0,9.1,545.3,285,0.000,0.08,"Aphanocapsa"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanothece nidulans",27.0,47.5,18.2,863.3,904,0.001,0.27,"Aphanothece"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,181.8,181.8,190,0.000,0.06,"Synechococcus"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,6997.5,6997.5,3664,0.004,1.08,"Synechocystis"
"BM",2005,2005-11-11 00:00:00,1,"HP 0-bottom","Miscellaneous",,6.0,1.0,54.5,54.5,2741,0.003,0.81,
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella ocellata",5.0,1.0,54.5,54.5,2677,0.003,0.34,"Cyclotella"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella pseudostelligera",6.0,1.0,27.3,27.3,2313,0.002,0.30,"Cyclotella"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",45.0,1.0,81.8,81.8,3469,0.004,0.45,"Ankistrodesmus"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chlorophyta","Arthrodesmus incus",44.0,1.0,81.8,81.8,104364,0.104,13.43,"Arthrodesmus"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",4.0,1.0,27.3,27.3,257,0.000,0.03,"Monomastix"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chlorophyta","Schroederia judayi",40.0,1.0,27.3,27.3,617,0.001,0.08,"Schroederia"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",3.3,1.0,2453.7,2453.7,50533,0.051,6.50,"Chromulina"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysolykos planctonicus",20.0,1.0,136.3,136.3,5139,0.005,0.66,"Chrysolykos"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",8.0,1.0,136.3,136.3,20556,0.021,2.65,"Dinobryon"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",60.0,1.0,54.5,54.5,7137,0.007,0.92,"Dinobryon"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,4771.0,4771.0,144291,0.144,18.57,"Erkenia"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Chrysophyta","Kephyrion gracilis",9.0,1.0,27.3,27.3,514,0.001,0.07,"Kephyrion"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",18.0,1.0,299.9,299.9,184660,0.185,23.76,"Cryptomonas"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas rostratiformis",32.0,1.0,4.4,4.4,9413,0.009,1.21,"Cryptomonas"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",8.0,1.0,272.6,272.6,9136,0.009,1.18,"Rhodomonas"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Cyanophyta","Pseudanabaena galeata",24.0,8.0,27.3,218.1,2056,0.002,0.26,"Pseudanabaena"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.3,1.0,1363.2,1363.2,1731,0.002,0.22,"Synechocystis"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Miscellaneous",,6.0,1.0,54.5,54.5,2741,0.003,0.35,
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 3",8.0,1.0,81.8,81.8,6167,0.006,0.79,"Gymnodinium"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium limbatum",80.0,1.0,4.4,4.4,187961,0.188,24.19,"Peridinium"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium umbonatum",11.0,1.0,109.1,109.1,26266,0.026,3.38,"Peridinium"
"CR",2005,2005-04-19 00:00:00,1,"HP 0-bottom","Rhodophyta","Bitrichia ochridana",60.0,1.0,27.3,27.3,5139,0.005,0.66,"Bitrichia"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorophyta",16.0,1.0,18.2,18.2,21926,0.022,5.86,
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",4.0,1.0,18.2,18.2,609,0.001,0.16,
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",35.0,1.0,72.7,72.7,2056,0.002,0.55,"Ankistrodesmus"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Arthrodesmus incus",28.0,1.0,36.4,36.4,28312,0.028,7.57,"Arthrodesmus"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Closterium moniliferum",64.0,1.0,18.2,18.2,9615,0.010,2.57,"Closterium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Cosmarium tenue",12.0,1.0,54.5,54.5,12334,0.012,3.30,"Cosmarium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Dictyosphaerium chlorelloides",16.0,4.0,18.2,72.7,1370,0.001,0.37,"Dictyosphaerium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Micractinium pusillum",30.0,1.0,18.2,18.2,1921,0.002,0.51,"Micractinium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",4.0,1.0,18.2,18.2,171,0.000,0.05,"Monomastix"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chlorophyta","Staurastrum hexacerum",40.0,1.0,18.2,18.2,8222,0.008,2.20,"Staurastrum"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysolykos planctonicus",16.0,1.0,18.2,18.2,428,0.000,0.11,"Chrysolykos"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",6.0,1.0,163.6,163.6,12847,0.013,3.43,"Dinobryon"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",30.0,1.0,18.2,18.2,914,0.001,0.24,"Dinobryon"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",92.0,1.0,18.2,18.2,2379,0.002,0.64,"Dinobryon"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",50.0,1.0,127.2,127.2,13323,0.013,3.56,"Dinobryon"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,5997.9,5997.9,181394,0.181,48.49,"Erkenia"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas akrokomas",12.0,1.0,18.2,18.2,1427,0.001,0.38,"Mallomonas"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Chrysophyta","Stichogloea olivacea",20.0,3.0,18.2,54.5,5762,0.006,1.54,"Stichogloea"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",24.0,1.0,54.5,54.5,43053,0.043,11.51,"Cryptomonas"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",8.0,1.0,72.7,72.7,2132,0.002,0.57,"Rhodomonas"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,54.5,54.5,57,0.000,0.02,"Synechococcus"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.3,1.0,1090.5,1090.5,1249,0.001,0.33,"Synechocystis"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Miscellaneous",,5.5,1.0,145.4,145.4,8755,0.009,2.34,
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 2",16.0,1.0,18.2,18.2,10963,0.011,2.93,"Gymnodinium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 3",6.0,1.0,36.4,36.4,1427,0.001,0.38,"Gymnodinium"
"CR",2005,2005-06-15 00:00:00,1,"HP 0-bottom","Rhodophyta","Bitrichia ochridana",40.0,1.0,18.2,18.2,1427,0.001,0.38,"Bitrichia"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Bacillariophyta","Achnanthes minutissima",10.0,1.0,18.2,18.2,1713,0.002,0.66,"Achnanthes"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Bacillariophyta","Asterionella formosa",60.0,1.0,4.4,4.4,4213,0.004,1.62,"Asterionella"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Bacillariophyta","Aulacoseira granulata",72.0,2.0,4.4,8.8,24819,0.025,9.55,"Aulacoseira"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella stelligera",10.0,1.0,18.2,18.2,7137,0.007,2.75,"Cyclotella"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Bacillariophyta","Synedra filiformis",70.0,1.0,72.7,72.7,20356,0.020,7.84,"Synedra"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",2.5,1.0,36.4,36.4,297,0.000,0.11,
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",40.0,1.0,18.2,18.2,685,0.001,0.26,"Ankistrodesmus"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Arthrodesmus incus",28.0,1.0,18.2,18.2,8908,0.009,3.43,"Arthrodesmus"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlamydomonas ",4.0,1.0,36.4,36.4,702,0.001,0.27,"Chlamydomonas"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Closterium moniliferum",60.0,1.0,4.4,4.4,2229,0.002,0.86,"Closterium"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Cosmarium tenue",12.0,1.0,90.9,90.9,20556,0.021,7.91,"Cosmarium"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",4.0,1.0,218.1,218.1,2056,0.002,0.79,"Monomastix"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chlorophyta","Staurastrum hexacerum",40.0,1.0,18.2,18.2,10537,0.011,4.06,"Staurastrum"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",3.5,1.0,36.4,36.4,866,0.001,0.33,"Chromulina"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysolykos planctonicus",14.0,1.0,18.2,18.2,343,0.000,0.13,"Chrysolykos"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",6.0,1.0,163.6,163.6,17288,0.017,6.65,"Dinobryon"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",50.0,1.0,36.4,36.4,1523,0.002,0.59,"Dinobryon"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon dialatatum",24.0,1.0,54.5,54.5,1542,0.002,0.59,"Dinobryon"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,1908.4,1908.4,57716,0.058,22.22,"Erkenia"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Kephyrion ",8.0,1.0,36.4,36.4,685,0.001,0.26,"Kephyrion"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Kephyrion gracilis",10.0,1.0,54.5,54.5,1028,0.001,0.40,"Kephyrion"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",14.0,1.0,18.2,18.2,8527,0.009,3.28,"Mallomonas"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",16.3,1.0,90.9,90.9,44125,0.044,16.99,"Cryptomonas"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa elachista",12.0,4.0,18.2,72.7,305,0.000,0.12,"Aphanocapsa"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,3271.6,3271.6,3426,0.003,1.32,"Synechococcus"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,1363.2,1363.2,714,0.001,0.27,"Synechocystis"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 3",8.0,1.0,18.2,18.2,1759,0.002,0.68,"Gymnodinium"
"CR",2005,2005-07-14 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium umbonatum",10.7,1.0,72.7,72.7,15734,0.016,6.06,"Peridinium"
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Bacillariophyta","Synedra filiformis",80.0,1.0,18.2,18.2,13086,0.013,4.07,"Synedra"
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",4.0,1.0,54.5,54.5,1827,0.002,0.57,
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Arthrodesmus incus",36.0,1.0,18.2,18.2,8908,0.009,2.77,"Arthrodesmus"
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Closterium moniliferum",75.0,1.0,36.4,36.4,13629,0.014,4.24,"Closterium"
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Cosmarium tenue",10.0,1.0,36.4,36.4,4758,0.005,1.48,"Cosmarium"
"CR",2005,2005-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Crucigenia rectangularis",20.0,8.0,18.2,145.4,4873,0.005,1.52,"Crucigenia"
